Time,Size,Amazon Echo,Belkin Motion,Belkin Switch,Blipcare BloodPressure Meter,HP Printer,Dropcam,Insteon Camera,LIFX Smart Bulb,NEST Smoke Alarm,Netatmo Welcome Camera,Netatmo Weather Station,PIX-STAR Photo-frame,Samsung SmartCam,Smart Things,TP-Link Day Night Cloud camera,TP-Link Smart plug,Triby Speaker,Withings Smart Baby Monitor,Withings Smart scale,Withings Aura smart sleep sensor,iHome Plug,Samsung Galaxy Tab,Android Phone 1,Laptop,MacBook,Android Phone 2,iPhone,MacBook/iPhone,User Activity
2016/9/22 14:26,70428,18,142,123,0,2,118,0,0,0,8,0,0,28,16,3,0,2,24,0,0,0,31,0,0,0,0,0,0,0
2016/9/22 14:27,27139,44,0,0,0,0,118,0,0,0,6,0,0,29,16,3,3,5,24,0,0,0,11,0,0,0,0,0,0,0
2016/9/22 14:28,28173,26,0,0,0,2,113,0,0,0,6,3,0,8,16,3,0,7,24,0,0,0,34,0,0,0,0,0,0,0
2016/9/22 14:29,59270,19,107,60,0,2,113,0,0,0,6,5,30,50,16,3,0,2,22,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 14:30,31842,15,0,0,0,0,118,0,0,0,6,7,7,32,18,3,2,5,22,0,0,0,39,0,0,0,0,0,0,0
2016/9/22 14:31,67780,16,94,67,0,2,138,0,0,0,6,26,0,87,17,3,7,2,50,0,0,0,19,0,0,0,0,0,0,0
2016/9/22 14:32,24211,46,0,0,0,2,119,0,0,0,8,0,0,10,18,3,0,5,24,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 14:33,44787,13,85,60,0,0,99,0,0,0,6,0,0,28,14,3,0,5,24,0,0,0,9,0,0,0,0,0,0,0
2016/9/22 14:34,22063,18,0,0,0,2,110,0,0,0,6,0,0,7,17,3,4,2,33,0,0,0,12,0,0,0,0,0,0,0
2016/9/22 14:35,21795,15,0,3,0,4,114,0,0,0,6,0,0,6,14,3,0,5,24,0,0,0,12,0,0,0,0,0,0,0
2016/9/22 14:36,66884,20,82,60,0,0,106,0,0,0,8,0,0,28,18,15,0,2,22,0,0,0,55,0,0,0,0,0,0,0
2016/9/22 14:37,30272,73,0,0,0,2,112,0,0,0,6,0,0,7,14,3,0,5,24,0,0,0,12,0,0,0,0,0,0,0
2016/9/22 14:38,23186,19,3,0,0,2,97,0,0,0,12,2,0,6,14,3,3,7,24,0,0,0,16,0,0,0,0,0,0,0
2016/9/22 14:39,27043,14,0,0,0,0,107,0,0,0,10,5,0,6,17,3,0,2,22,0,0,0,28,0,0,0,0,0,0,0
2016/9/22 14:40,48104,15,82,63,0,4,102,0,0,0,6,6,0,29,18,3,0,5,24,0,0,0,17,0,0,0,0,0,0,0
2016/9/22 14:41,34018,24,4,0,0,4,112,0,0,0,6,3,29,7,18,3,0,2,39,0,0,0,9,0,0,0,0,0,0,0
2016/9/22 14:42,49196,45,85,60,0,2,112,0,0,0,8,2,4,29,14,3,3,5,22,0,0,0,8,0,0,0,0,0,0,0
2016/9/22 14:43,23553,12,0,0,0,0,101,0,0,0,8,5,8,6,14,3,0,5,24,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 14:44,18771,12,0,3,0,2,99,0,0,0,8,0,0,6,18,3,0,2,22,0,0,0,8,0,0,0,0,0,0,0
2016/9/22 14:45,64743,12,142,120,0,2,92,0,0,0,6,5,0,30,14,3,0,5,24,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 14:46,22308,18,0,0,0,0,110,0,0,0,8,4,0,6,18,3,3,2,24,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 14:47,23856,46,3,0,0,2,106,0,0,0,6,1,0,6,14,31,0,5,23,0,0,0,8,0,0,0,0,0,0,0
2016/9/22 14:48,64380,14,210,165,0,4,103,0,0,0,8,5,0,51,14,3,0,7,23,0,0,0,12,0,0,0,0,0,0,0
2016/9/22 14:49,19667,14,0,3,0,0,109,0,0,0,6,0,0,7,18,3,0,2,24,0,0,0,9,0,0,0,0,0,0,0
2016/9/22 14:50,55591,17,84,60,0,2,112,0,0,0,33,6,0,31,20,3,3,5,22,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 14:51,31269,22,3,0,0,2,116,0,0,0,6,23,0,7,18,3,0,2,50,0,0,0,17,0,0,0,0,0,0,0
2016/9/22 14:52,28807,73,0,0,0,0,104,0,0,0,6,0,0,7,18,3,0,5,24,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 14:53,66449,19,105,63,0,2,105,0,0,0,6,0,29,51,14,3,0,5,22,0,0,0,35,0,0,0,0,0,0,0
2016/9/22 14:54,28689,14,0,0,0,2,115,0,0,0,8,0,5,7,17,0,3,2,24,0,0,0,40,0,0,0,0,0,0,0
2016/9/22 14:55,49860,22,83,60,0,0,124,0,0,0,8,0,2,52,14,3,0,5,22,0,0,0,8,0,0,0,0,0,0,0
2016/9/22 14:56,25248,12,4,0,0,2,114,0,0,0,8,0,0,29,16,16,0,2,24,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 14:57,22577,53,0,0,0,2,108,0,0,0,10,0,0,6,16,3,0,5,24,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 14:58,50163,12,83,63,0,0,114,0,0,0,6,0,0,51,14,3,4,7,24,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 14:59,24042,15,0,0,0,2,116,0,0,0,6,9,0,6,14,3,0,2,22,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 15:00,49343,14,86,60,0,2,112,0,0,0,8,6,0,28,18,3,0,5,22,0,0,0,20,0,0,0,0,0,0,0
2016/9/22 15:01,69804,12,0,0,0,0,106,0,0,0,8,0,0,29,16,3,0,2,39,0,0,0,147,0,0,0,0,0,0,0
2016/9/22 15:02,25621,48,0,3,0,2,112,0,0,0,6,4,0,6,16,3,3,5,24,0,0,0,19,0,0,0,0,0,0,0
2016/9/22 15:03,68951,17,143,124,0,2,105,0,0,0,10,4,0,29,14,3,0,5,24,0,0,0,9,0,0,0,0,0,0,0
2016/9/22 15:04,21465,13,0,0,0,4,119,0,0,0,8,1,5,6,14,3,0,2,23,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 15:05,35465,21,3,0,0,0,106,0,0,0,6,5,29,6,18,3,0,5,23,0,0,0,59,0,0,0,0,0,0,0
2016/9/22 15:06,58417,14,82,60,0,4,112,0,0,0,8,4,7,52,14,3,29,2,22,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 15:07,34444,72,0,3,0,2,124,0,0,0,6,2,0,7,19,3,1,5,24,0,0,0,16,0,0,0,0,0,0,0
2016/9/22 15:08,50037,26,61,60,0,0,115,0,0,0,6,23,0,10,14,3,1,7,24,0,0,0,45,0,0,0,0,0,0,0
2016/9/22 15:09,32297,19,3,0,0,2,107,0,0,0,6,0,0,32,14,3,0,2,24,0,0,0,54,0,0,0,0,0,0,0
2016/9/22 15:10,22071,22,0,0,0,2,112,0,0,0,6,0,0,7,22,3,4,5,22,0,0,0,8,0,0,0,0,0,0,0
2016/9/22 15:11,58499,16,90,63,0,0,112,0,0,0,6,0,0,36,14,3,0,2,37,0,0,0,51,0,0,0,0,0,0,0
2016/9/22 15:12,63408,49,0,0,0,2,116,0,0,0,8,0,0,6,20,3,0,4,24,0,0,0,112,0,0,0,0,0,0,0
2016/9/22 15:13,80569,19,252,225,0,4,111,0,0,0,8,0,0,30,14,3,0,7,24,0,0,0,14,0,0,0,0,0,0,2
2016/9/22 15:14,31895,17,3,0,0,0,113,0,0,0,10,8,0,29,14,3,3,2,49,0,0,0,19,0,0,0,0,0,0,2
2016/9/22 15:15,72041,15,142,120,0,2,106,0,0,0,6,25,0,28,16,3,0,5,36,0,0,0,25,0,0,0,0,0,0,0
2016/9/22 15:16,22012,16,0,3,0,2,110,0,0,0,8,0,0,7,16,16,0,2,22,0,0,0,12,0,0,0,0,0,0,0
2016/9/22 15:17,35841,46,0,0,0,0,110,0,0,0,6,0,29,31,20,31,0,5,22,0,0,0,16,0,0,0,0,0,0,0
2016/9/22 15:18,48030,18,85,60,0,2,100,0,0,0,8,0,7,29,14,3,6,5,24,0,0,0,11,0,0,0,0,0,0,0
2016/9/22 15:19,18711,12,0,0,0,4,106,0,0,0,8,0,0,6,14,3,0,2,24,0,0,0,8,0,0,0,0,0,0,0
2016/9/22 15:20,24746,12,0,3,0,0,114,0,0,0,8,0,0,29,21,3,0,5,24,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 15:21,50394,12,82,60,0,2,120,0,0,0,6,0,0,28,14,3,0,2,51,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 15:22,64737,72,0,0,0,4,144,0,0,0,6,0,0,53,19,3,4,9,20,0,0,0,73,0,0,0,0,0,0,0
2016/9/22 15:23,31414,23,3,0,0,0,99,0,0,0,8,0,0,11,14,3,0,3,36,0,0,0,53,0,0,0,0,0,0,0
2016/9/22 15:24,56410,18,82,60,0,4,115,0,0,0,8,5,5,29,16,3,0,2,24,0,0,0,41,0,0,0,0,0,0,0
2016/9/22 15:25,25918,18,0,3,0,4,112,0,0,0,6,30,0,7,15,3,0,5,24,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 15:26,47457,16,82,60,0,0,108,0,0,0,6,0,0,28,14,16,3,2,24,0,0,0,26,0,0,0,0,0,0,0
2016/9/22 15:27,26403,50,3,0,0,4,114,0,0,0,6,0,0,6,22,3,0,10,20,0,0,0,18,0,0,0,0,0,0,0
2016/9/22 15:28,64321,12,142,120,0,2,101,0,0,0,8,0,0,28,16,3,0,2,24,0,0,0,15,0,0,0,0,0,0,0
2016/9/22 15:29,26832,17,0,3,0,0,105,0,0,0,6,0,29,7,14,3,0,1,24,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 15:30,21325,14,0,0,0,2,108,0,0,0,6,0,7,7,19,3,3,4,24,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 15:31,47988,13,71,60,0,2,118,0,0,0,8,0,0,17,16,3,1,2,39,0,0,0,16,0,0,0,0,0,0,0
2016/9/22 15:32,26354,45,6,0,0,0,114,0,0,0,8,0,0,6,23,3,3,11,24,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 15:33,45421,12,89,45,0,2,92,0,0,0,6,0,0,50,14,3,0,2,20,0,0,0,30,0,0,0,0,0,0,0
2016/9/22 15:34,23567,15,0,7,0,2,106,0,0,0,8,5,0,7,14,3,3,5,35,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 15:35,41865,98,0,0,0,0,120,0,0,0,6,11,0,6,16,3,0,2,24,0,0,0,32,0,0,0,0,0,0,0
2016/9/22 15:36,89933,18,88,60,0,2,110,0,0,0,8,0,0,32,17,3,0,0,24,0,0,0,115,0,0,0,0,0,0,0
2016/9/22 15:37,37299,44,0,0,0,2,112,0,0,0,8,23,0,6,20,3,0,10,24,0,0,0,33,0,0,0,0,0,0,0
2016/9/22 15:38,20789,25,0,3,0,0,108,0,0,0,6,0,0,6,14,3,4,2,22,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 15:39,68411,18,190,168,0,2,112,0,0,0,6,0,0,29,14,3,0,5,22,0,0,0,64,0,0,0,0,0,0,0
2016/9/22 15:40,22757,46,0,0,0,2,108,0,0,0,8,0,0,6,22,3,0,4,24,0,0,0,7,0,0,0,0,0,0,0
2016/9/22 15:41,60493,16,85,60,0,0,116,0,0,0,8,0,29,28,15,3,0,1,39,0,0,0,29,0,0,0,0,0,0,0
2016/9/22 15:42,28617,15,0,0,0,2,120,0,0,0,8,0,7,7,20,3,3,11,24,0,0,0,23,0,0,0,0,0,0,0
2016/9/22 15:43,97390,16,142,123,0,2,105,0,0,0,6,0,0,28,14,3,0,2,22,0,0,0,92,0,0,0,0,0,0,0
2016/9/22 15:44,28585,12,4,0,0,0,113,0,0,0,8,5,5,27,14,3,0,2,23,0,0,0,26,0,0,0,0,0,0,0
2016/9/22 15:45,64737,84,85,60,0,2,110,0,0,0,6,30,0,34,16,3,0,2,23,0,0,0,22,0,0,0,0,0,0,0
2016/9/22 15:46,25059,14,0,0,0,4,118,0,0,0,6,0,0,26,14,16,3,2,24,0,0,0,11,0,0,0,0,0,0,0
2016/9/22 15:47,47120,12,52,33,0,0,116,0,0,0,6,0,0,33,20,31,0,12,60,0,0,0,23,0,0,0,0,0,0,4
2016/9/22 15:48,20018,16,0,0,0,2,105,0,0,0,10,0,0,7,14,3,0,2,24,0,0,0,17,0,0,0,0,0,0,4
2016/9/22 15:49,41479,15,74,30,0,4,107,0,0,0,6,0,0,69,14,3,1,5,22,0,0,0,10,0,0,0,0,0,0,4
2016/9/22 15:50,26751,50,3,0,0,0,116,0,0,0,8,0,0,10,22,3,3,2,22,0,0,0,15,0,0,0,0,0,0,0
2016/9/22 15:51,22540,14,0,0,0,2,94,0,0,0,6,0,0,6,14,3,0,4,50,0,0,0,15,0,0,0,0,0,0,0
2016/9/22 15:52,91024,42,164,123,0,2,124,0,0,0,34,0,0,69,21,3,0,5,24,0,0,0,3,0,0,0,0,0,0,0
2016/9/22 15:53,30770,21,0,0,0,0,93,0,0,0,6,0,30,8,14,3,3,2,24,0,0,0,35,0,0,0,0,0,0,0
2016/9/22 15:54,25532,15,3,0,0,2,113,0,0,0,8,24,7,7,14,3,0,3,22,0,0,0,15,0,0,0,0,0,0,0
2016/9/22 15:55,78580,45,164,120,0,2,108,0,0,0,8,0,0,69,16,0,0,2,24,0,0,0,35,0,0,0,0,0,0,0
2016/9/22 15:56,27428,14,0,3,0,0,130,0,0,0,6,0,0,9,15,3,0,3,22,0,0,0,22,0,0,0,0,0,0,0
2016/9/22 15:57,49996,12,84,62,0,2,113,0,0,0,6,0,0,49,19,3,3,11,24,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 15:58,22863,12,0,0,0,4,100,0,0,0,8,0,0,10,14,3,0,2,24,0,0,0,31,0,0,0,0,0,0,0
2016/9/22 15:59,20747,16,3,0,0,0,117,0,0,0,8,0,0,9,15,3,0,5,24,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:00,78814,43,154,121,0,2,116,0,0,0,8,0,0,59,26,3,0,2,22,0,0,0,36,0,0,0,0,0,0,0
2016/9/22 16:01,24861,20,0,3,0,2,116,0,0,0,6,0,0,11,14,3,3,2,38,0,0,0,5,0,0,0,0,0,0,0
2016/9/22 16:02,26041,12,0,0,0,0,120,0,0,0,8,0,0,6,18,3,0,7,23,0,0,0,30,0,0,0,0,0,0,0
2016/9/22 16:03,77223,18,251,226,0,4,105,0,0,0,8,0,0,31,18,3,0,2,24,0,0,0,2,0,0,0,0,0,0,2
2016/9/22 16:04,34911,17,0,0,0,2,115,0,0,0,6,4,5,31,14,3,0,3,24,0,0,0,47,0,0,0,0,0,0,2
2016/9/22 16:05,79406,44,143,123,0,0,124,0,0,0,8,8,28,29,14,3,4,2,22,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 16:06,42744,18,0,4,0,2,114,0,0,0,10,3,7,10,16,16,0,3,24,0,0,0,80,0,0,0,0,0,0,0
2016/9/22 16:07,76348,40,142,120,0,2,112,0,0,0,6,4,0,28,18,3,0,11,22,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 16:08,23971,17,3,0,0,0,112,0,0,0,8,1,0,27,18,3,0,2,24,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 16:09,48114,12,83,60,0,2,110,0,0,0,6,6,0,34,14,3,3,5,24,0,0,0,15,0,0,0,0,0,0,0
2016/9/22 16:10,29518,44,0,3,0,4,112,0,0,0,6,23,0,26,18,3,0,2,22,0,0,0,17,0,0,0,0,0,0,0
2016/9/22 16:11,40315,16,0,0,0,0,122,0,0,0,6,0,0,29,16,3,0,3,64,0,0,0,63,0,0,0,0,0,0,4
2016/9/22 16:12,51520,15,85,60,0,2,120,0,0,0,12,0,0,33,22,3,0,7,35,0,0,0,12,0,0,0,0,0,0,4
2016/9/22 16:13,20193,15,0,0,0,2,113,0,0,0,6,0,0,7,15,3,3,2,22,0,0,0,9,0,0,0,0,0,0,4
2016/9/22 16:14,24715,16,0,3,0,0,117,0,0,0,6,0,0,26,14,3,0,5,24,0,0,0,13,0,0,0,0,0,0,0
2016/9/22 16:15,48242,44,83,60,0,2,116,0,0,0,6,0,0,33,14,3,0,2,24,0,0,0,16,0,0,0,0,0,0,0
2016/9/22 16:16,23138,12,4,0,0,2,118,0,0,0,6,0,0,6,20,16,0,5,22,0,0,0,11,0,0,0,0,0,0,0
2016/9/22 16:17,58010,16,85,60,0,0,116,0,0,0,5,0,29,28,18,31,3,7,24,0,0,0,12,0,0,0,0,0,0,0
2016/9/22 16:18,26237,16,0,0,0,2,105,0,0,0,8,0,7,6,15,3,0,2,23,0,0,0,24,0,0,0,0,0,0,0
2016/9/22 16:19,24459,19,0,3,0,2,113,0,0,0,6,5,0,26,14,3,0,5,23,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:20,56169,45,82,60,0,0,112,0,0,0,8,24,0,32,20,3,0,2,24,0,0,0,34,0,0,0,0,0,0,0
2016/9/22 16:21,27903,13,3,0,0,2,116,0,0,0,6,0,0,25,14,3,3,3,48,0,0,0,8,0,0,0,0,0,0,0
2016/9/22 16:22,39131,44,0,0,0,2,122,0,0,0,6,0,0,29,18,3,0,9,24,0,0,0,38,0,0,0,0,0,0,0
2016/9/22 16:23,43938,19,82,63,0,0,95,0,0,0,8,0,0,33,15,3,0,2,24,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 16:24,26102,19,0,0,0,2,109,0,0,0,8,0,0,28,16,3,0,5,22,0,0,0,28,0,0,0,0,0,0,0
2016/9/22 16:25,53457,49,104,60,0,4,112,0,0,0,6,0,5,55,14,3,3,2,24,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 16:26,40476,20,3,0,0,0,116,0,0,0,8,0,0,7,14,3,0,5,22,0,0,0,91,0,0,0,0,0,0,0
2016/9/22 16:27,24811,19,0,0,0,4,114,0,0,0,6,0,0,27,18,3,0,5,24,0,0,0,5,0,0,0,0,0,0,0
2016/9/22 16:28,63212,14,197,167,0,2,103,0,0,0,8,0,0,42,18,3,0,2,24,0,0,0,38,0,0,0,0,0,0,0
2016/9/22 16:29,28920,14,0,0,0,2,113,0,0,0,6,5,29,6,14,3,3,5,24,0,0,0,1,0,0,0,0,0,0,0
2016/9/22 16:30,40734,46,3,0,0,0,112,0,0,0,36,26,5,25,18,3,0,2,22,0,0,0,35,0,0,0,0,0,0,0
2016/9/22 16:31,48963,23,82,60,0,2,106,0,0,0,6,0,0,31,16,3,0,3,37,0,0,0,10,0,0,0,0,0,0,0
2016/9/22 16:32,28834,19,0,3,0,2,114,0,0,0,8,0,0,8,20,3,4,9,24,0,0,0,31,0,0,0,0,0,0,0
2016/9/22 16:33,24727,14,0,0,0,0,109,0,0,0,6,0,0,49,17,3,5,2,24,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 16:34,51025,17,60,60,0,2,113,0,0,0,8,0,0,11,14,3,0,5,36,0,0,0,59,0,0,0,0,0,0,0
2016/9/22 16:35,25170,48,3,0,0,2,116,0,0,0,6,0,0,26,14,3,0,2,24,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:36,97081,12,142,120,0,0,106,0,0,0,8,0,0,32,20,16,0,5,22,0,0,0,99,0,0,0,0,0,0,0
2016/9/22 16:37,31415,47,0,7,0,2,120,0,0,0,6,0,0,6,18,3,3,5,22,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:38,45327,20,0,0,0,4,115,0,0,0,8,0,0,27,14,3,0,2,24,0,0,0,179,0,0,0,0,0,0,0
2016/9/22 16:39,93958,17,168,120,0,0,109,0,0,0,6,3,0,56,14,3,0,5,24,0,0,0,85,0,0,0,0,0,0,0
2016/9/22 16:40,32002,51,0,0,0,2,102,0,0,0,7,27,0,7,20,3,0,2,24,0,0,0,48,0,0,0,0,0,0,0
2016/9/22 16:41,60465,16,104,63,0,2,116,0,0,0,6,0,29,51,14,3,4,3,22,0,0,0,20,0,0,0,0,0,0,0
2016/9/22 16:42,36182,19,0,0,0,0,116,0,0,0,6,0,7,6,16,3,0,9,39,0,0,0,50,0,0,0,0,0,0,0
2016/9/22 16:43,19648,14,0,0,0,2,95,0,0,0,6,0,0,26,16,3,0,2,22,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:44,71837,15,146,120,0,2,119,0,0,0,10,0,0,33,16,3,0,5,24,0,0,0,30,0,0,0,0,0,0,0
2016/9/22 16:45,23207,47,0,0,0,0,116,0,0,0,8,0,5,6,14,3,3,2,24,0,0,0,7,0,0,0,0,0,0,0
2016/9/22 16:46,27843,18,0,3,0,2,118,0,0,0,8,0,0,25,14,3,0,5,24,0,0,0,31,0,0,0,0,0,0,0
2016/9/22 16:47,49990,12,87,60,0,4,114,0,0,0,8,0,0,32,16,31,0,5,22,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 16:48,25161,19,4,0,0,0,111,0,0,0,12,0,0,6,17,3,0,2,22,0,0,0,31,0,0,0,0,0,0,0
2016/9/22 16:49,66085,16,145,120,0,2,117,0,0,0,6,0,0,31,14,3,4,5,24,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:50,44318,127,0,3,0,2,112,0,0,0,6,9,0,6,19,3,0,2,24,0,0,0,35,0,0,0,0,0,0,1
2016/9/22 16:51,21936,14,0,0,0,0,114,0,0,0,6,7,0,7,16,3,0,3,24,0,0,0,7,0,0,0,0,0,0,1
2016/9/22 16:52,81717,84,105,60,0,4,114,0,0,0,8,5,0,52,20,3,3,9,50,0,0,0,32,0,0,0,0,0,0,0
2016/9/22 16:53,30381,23,3,0,0,2,117,0,0,0,6,18,28,7,14,3,0,2,20,0,0,0,4,0,0,0,0,0,0,0
2016/9/22 16:54,86121,15,269,224,0,0,111,0,0,0,6,0,5,70,14,3,0,5,24,0,0,0,23,0,0,0,0,0,0,2
2016/9/22 16:55,28181,44,0,3,0,2,114,0,0,0,6,0,0,10,14,3,0,2,24,0,0,0,36,0,0,0,0,0,0,2
2016/9/22 16:56,47552,21,84,60,0,2,116,0,0,0,6,0,0,31,18,13,3,5,24,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:57,29627,16,3,0,0,0,108,0,0,0,6,0,0,26,18,3,0,7,24,0,0,0,43,0,0,0,0,0,0,0
2016/9/22 16:58,20102,16,0,0,0,2,111,0,0,0,8,0,0,11,14,3,0,2,23,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 16:59,56218,15,83,63,0,4,115,0,0,0,6,0,0,29,14,3,0,5,21,0,0,0,51,0,0,0,0,0,0,0
2016/9/22 17:00,27767,45,0,0,0,0,110,0,0,0,8,28,0,7,21,3,3,2,24,0,0,0,5,0,0,0,0,0,0,0
2016/9/22 17:01,54539,21,104,60,0,2,112,0,0,0,6,0,0,50,18,3,0,3,24,0,0,0,32,0,0,0,0,0,0,0
2016/9/22 17:02,24704,19,3,0,0,4,102,0,0,0,8,0,0,6,14,3,0,7,39,0,0,0,2,0,0,0,0,0,0,0
2016/9/22 17:03,22108,15,0,0,0,0,105,0,0,0,6,0,0,6,15,3,0,2,24,0,0,0,29,0,0,0,0,0,0,0
2016/9/22 17:04,39670,16,67,48,0,2,107,0,0,0,8,0,0,28,16,3,3,3,20,0,0,0,3,0,0,0,0,0,0,0
2016/9/22 17:05,35323,44,0,0,0,2,114,0,0,0,10,0,34,8,18,3,0,2,24,0,0,0,33,0,0,0,0,0,0,0
