Time,Size,Amazon Echo,Belkin Motion,Belkin Switch,Blipcare BloodPressure Meter,HP Printer,Dropcam,Insteon Camera,LIFX Smart Bulb,NEST Smoke Alarm,Netatmo Welcome Camera,Netatmo Weather Station,PIX-STAR Photo-frame,Samsung SmartCam,Smart Things,TP-Link Day Night Cloud camera,TP-Link Smart plug,Triby Speaker,Withings Smart Baby Monitor,Withings Smart scale,Withings Aura smart sleep sensor,iHome Plug,Samsung Galaxy Tab,Android Phone 1,Laptop,MacBook,Android Phone 2,iPhone,MacBook/iPhone,User Activity
2016/9/22 14:38,23186,93,190,0,0,4,97,0,0,0,184,29,0,6,14,31,6,20,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:39,27043,93,0,0,0,0,473,0,0,0,184,29,0,6,26,31,0,12,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:40,1200517,93,190,166,0,4,102,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:41,1200517,93,190,0,0,4,473,60,0,0,6,29,29,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:42,1200517,93,190,166,0,4,473,59,0,0,184,29,29,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:43,23553,12,0,0,0,0,101,58,0,0,184,29,29,6,25,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:44,18771,12,0,166,0,4,99,0,0,0,193,0,0,6,23,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:45,1200517,12,190,166,0,4,92,0,0,167,195,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:46,22308,93,0,0,0,0,473,0,0,12,273,29,0,6,26,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:47,23856,93,190,0,0,4,473,0,0,280,273,29,0,6,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:48,1200517,93,260,166,0,4,103,0,0,280,184,29,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:49,19667,93,260,166,0,0,473,0,0,0,6,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:50,1200517,93,190,166,0,4,473,0,0,0,184,29,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:51,31269,93,190,0,0,4,473,0,0,0,6,29,0,124,26,31,0,2,64,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:52,28807,93,0,0,0,0,104,0,0,0,6,0,0,124,26,31,0,11,64,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:53,1200517,93,190,166,0,4,473,0,0,0,6,0,29,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:54,28689,93,0,0,0,4,473,0,0,0,184,0,29,124,26,0,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:55,1200517,93,190,166,0,0,473,0,0,0,184,0,29,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:56,25248,12,190,0,0,4,473,0,0,0,184,0,29,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:57,22577,93,0,0,46,4,473,0,0,0,184,0,40,6,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:58,1200517,12,190,166,47,0,473,0,0,0,6,0,0,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 14:59,24042,93,0,0,52,4,473,0,0,0,6,29,0,6,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:00,1200517,93,190,166,0,4,473,0,0,0,184,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:01,1200517,12,0,0,0,0,473,0,0,0,184,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:02,25621,93,0,166,0,4,473,0,0,0,6,29,0,6,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:03,1200517,93,190,166,0,4,473,0,0,0,184,29,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:04,21465,13,0,0,0,4,473,0,0,0,184,29,29,6,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:05,1200517,93,190,0,0,0,473,0,0,0,6,29,29,6,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:06,1200517,93,190,166,0,4,473,0,0,0,184,29,29,124,14,31,35,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:07,1200517,93,0,166,0,4,473,0,0,0,6,29,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:08,1200517,93,190,166,0,0,473,0,0,0,6,29,0,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:09,1200517,93,190,0,0,4,473,0,0,0,6,0,0,124,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:10,22071,93,0,0,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:11,1200517,93,190,166,0,0,473,0,0,0,6,0,0,124,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:12,1200517,93,0,0,0,4,473,0,0,0,184,0,0,6,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:13,1200517,93,279,273,0,4,473,0,0,0,184,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 15:14,1200517,93,190,273,0,0,473,0,0,0,184,29,0,124,14,31,6,2,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 15:15,1200517,93,190,166,0,4,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:16,22012,93,0,166,0,4,473,0,0,0,184,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:17,1200517,93,0,0,0,0,473,0,28,0,6,0,29,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:18,1200517,93,190,166,0,4,100,0,22,0,184,0,29,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:19,18711,12,0,0,0,4,473,0,33,0,184,0,0,6,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:20,24746,12,0,166,0,0,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:21,1200517,12,190,166,0,4,473,0,0,0,6,0,0,124,14,31,0,2,61,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:22,1200517,93,0,0,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:23,31414,93,190,0,0,0,99,57,0,0,184,0,28,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:24,1200517,93,190,166,0,4,473,57,0,0,184,29,29,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:25,25918,93,0,166,0,4,473,65,0,0,6,38,29,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:26,1200517,93,190,166,0,0,473,0,0,0,6,38,0,124,14,31,6,2,49,145,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:27,26403,93,190,0,0,4,473,0,0,0,6,0,0,6,26,31,0,11,49,139,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:28,1200517,12,190,150,0,4,101,0,0,0,184,0,0,124,26,31,0,2,49,12,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:29,26832,93,0,229,0,0,473,0,0,0,6,0,29,124,14,31,0,1,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:30,21325,93,0,166,0,4,473,0,0,0,6,0,29,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:31,1200517,13,190,166,0,4,473,0,0,0,184,0,0,124,26,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:32,26354,93,190,0,0,0,473,0,0,173,184,0,0,6,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:33,644299,12,190,166,0,4,92,0,0,184,6,0,0,124,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:34,780713,93,0,166,0,4,473,0,0,217,184,29,0,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:35,1200517,113,0,0,0,0,473,0,0,0,6,29,0,6,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:36,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,0,0,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:37,1200517,93,0,0,0,4,473,0,0,0,184,29,0,6,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:38,20789,93,0,166,0,0,473,0,0,0,6,0,0,6,14,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:39,1200517,93,190,215,0,4,473,0,0,0,6,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:40,22757,93,0,0,0,4,473,0,0,0,184,29,0,6,26,31,0,11,49,0,0,0,201,0,0,0,114,0,0,0
2016/9/22 15:41,1200517,93,190,166,0,0,473,0,0,0,184,32,29,124,26,31,0,1,49,0,0,0,201,0,0,0,56,0,0,0
2016/9/22 15:42,28617,93,0,0,0,4,473,0,0,0,184,29,29,124,26,31,6,11,49,0,0,0,201,0,0,0,167,0,0,0
2016/9/22 15:43,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,14,31,0,2,49,0,0,0,201,0,0,0,20,0,0,0
2016/9/22 15:44,28585,12,190,0,0,0,473,0,0,0,184,29,29,124,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:45,1200517,93,190,166,0,4,473,0,0,0,6,33,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:46,25059,93,0,0,0,4,473,0,0,0,6,33,0,124,14,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:47,1200517,12,190,166,0,0,473,0,0,0,6,0,0,124,26,31,0,13,73,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 15:48,20018,93,0,0,0,4,473,0,0,0,184,0,0,124,14,31,0,13,73,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 15:49,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,14,31,6,11,49,144,0,0,201,0,0,0,0,0,0,7
2016/9/22 15:50,26751,93,190,0,0,0,473,0,0,0,184,0,0,124,26,31,6,2,49,145,0,0,201,0,0,5409,0,0,154,0
2016/9/22 15:51,22540,93,0,172,0,4,94,0,0,0,6,0,0,6,14,31,0,11,61,178,0,0,201,0,0,7480,0,0,554,0
2016/9/22 15:52,1200517,93,190,165,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,5369,0,0,100,0
2016/9/22 15:53,30770,93,0,166,0,0,93,0,0,0,6,0,37,124,14,31,6,2,49,0,0,0,201,0,0,5369,0,0,100,0
2016/9/22 15:54,25532,93,190,0,0,4,473,0,0,0,184,29,37,124,14,31,0,11,60,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:55,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,0,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 15:56,27428,93,0,166,0,0,473,0,0,0,6,0,0,124,26,31,0,11,49,0,60,0,201,0,0,0,0,0,0,0
2016/9/22 15:57,1200517,12,190,166,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,59,0,201,0,0,0,0,0,0,0
2016/9/22 15:58,22863,12,0,0,0,4,100,0,0,0,184,0,0,124,14,31,0,2,49,0,57,0,201,0,0,0,0,0,0,0
2016/9/22 15:59,20747,93,190,0,0,0,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:00,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,0,2,49,0,0,17,201,0,0,0,0,0,0,0
2016/9/22 16:01,24861,93,0,166,0,4,473,0,0,0,6,0,0,124,14,31,6,2,49,0,0,99,201,0,0,0,0,0,0,0
2016/9/22 16:02,26041,12,0,0,0,0,473,0,0,0,184,0,0,6,26,31,0,11,49,0,0,5,201,0,0,0,0,0,0,0
2016/9/22 16:03,1200517,93,277,258,0,4,473,0,0,0,184,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:04,1200517,93,0,167,0,4,473,0,0,0,6,29,29,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:05,1200517,93,190,162,0,0,473,0,0,0,184,29,29,124,14,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:06,1200517,93,0,166,0,4,473,0,0,0,184,29,29,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:07,1200517,93,190,166,0,4,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:08,23971,93,190,0,0,0,473,0,0,0,184,29,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:09,1200517,12,190,166,0,4,473,0,0,0,6,29,0,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:10,29518,93,0,166,0,4,473,0,0,0,6,29,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:11,1200517,93,0,0,0,0,473,0,0,0,6,0,0,124,24,31,0,11,78,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:12,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,32,31,0,11,78,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:13,20193,93,0,0,0,4,473,0,0,0,6,0,0,124,32,31,6,2,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:14,24715,93,0,166,0,0,473,0,0,0,6,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:15,1200517,93,190,166,47,4,473,0,0,0,6,0,0,124,14,31,0,2,49,0,0,0,201,4,0,0,0,10,0,0
2016/9/22 16:16,23138,12,190,168,46,4,473,0,0,0,6,0,0,6,26,31,0,11,49,0,0,0,201,2,0,0,0,25,0,0
2016/9/22 16:17,1200517,93,190,165,59,0,473,0,0,0,5,0,29,124,26,31,6,11,49,0,0,0,201,4,0,0,0,108,0,0
2016/9/22 16:18,26237,93,0,166,0,4,473,0,0,0,184,0,29,6,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:19,24459,93,0,166,0,4,473,0,0,0,6,29,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:20,10851436,93,190,166,0,0,473,0,0,0,184,29,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:21,10004873,13,190,0,0,4,473,0,0,0,6,0,0,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:22,7106575,93,0,0,0,4,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:23,7106575,93,190,166,0,0,95,0,0,0,184,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:24,26102,93,0,0,0,4,473,0,0,0,184,27,0,124,26,31,0,11,49,10,0,0,201,0,0,0,323,0,0,0
2016/9/22 16:25,1200517,93,190,166,0,4,473,0,0,0,6,29,29,124,14,31,6,2,49,145,0,0,201,0,0,0,105,0,0,0
2016/9/22 16:26,1200517,93,190,0,0,0,473,0,0,0,184,29,0,124,14,31,0,11,49,141,0,0,201,0,0,0,31,0,0,0
2016/9/22 16:27,24811,93,0,0,0,4,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:28,1200517,93,229,184,0,4,103,0,0,0,184,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:29,28920,93,0,184,0,4,473,0,0,0,6,29,29,6,14,31,6,11,49,139,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:30,1200517,93,190,0,0,0,473,0,0,0,184,29,29,124,26,31,0,2,49,10,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:31,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,11,49,163,0,0,201,0,0,0,0,186,35,0
2016/9/22 16:32,28834,93,0,166,0,4,473,0,0,0,184,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,112,1,0
2016/9/22 16:33,24727,93,0,0,0,0,473,0,0,0,6,0,0,124,26,31,6,2,49,0,0,0,201,0,0,0,0,26,1,0
2016/9/22 16:34,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,26,1,0
2016/9/22 16:35,25170,93,190,0,0,4,473,0,0,0,6,0,0,124,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:36,1200517,12,190,166,0,0,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,1123,0,0,0,0
2016/9/22 16:37,31415,93,0,166,0,4,473,0,0,0,6,0,0,6,26,31,6,11,49,0,0,0,201,0,0,1559,0,0,0,0
2016/9/22 16:38,1200517,93,0,0,0,4,473,0,0,0,184,0,0,124,14,31,0,2,49,0,0,0,201,0,0,820,0,0,0,0
2016/9/22 16:39,1200517,93,190,166,0,0,473,0,0,0,6,29,0,124,14,31,0,11,49,0,0,0,201,0,0,820,0,0,0,0
2016/9/22 16:40,1200517,93,0,0,0,4,102,0,0,0,184,29,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:41,1200517,93,190,166,0,4,473,0,0,0,6,0,29,124,14,31,6,11,49,0,0,0,345,0,0,0,0,0,0,0
2016/9/22 16:42,1200517,93,0,0,0,0,473,0,0,0,6,0,29,6,26,31,0,11,49,0,0,0,463,0,0,0,0,0,0,0
2016/9/22 16:43,19648,93,0,0,0,4,95,0,0,0,6,0,0,124,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:44,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:45,23207,93,0,0,0,0,473,0,0,0,184,0,29,6,14,31,6,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:46,27843,93,0,166,0,4,473,78,0,0,184,0,0,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:47,1200517,12,190,166,0,4,473,57,0,0,184,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:48,25161,93,190,0,0,0,473,77,0,0,184,0,0,6,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:49,1200517,93,190,166,0,4,473,77,0,0,6,0,0,124,14,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:50,1200517,147,0,166,0,4,473,0,0,0,6,29,0,6,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:51,21936,93,0,0,0,0,473,0,0,0,6,29,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:52,1200517,93,190,166,0,4,473,0,0,0,184,29,0,124,26,31,6,11,59,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:53,30381,93,190,0,0,4,473,0,0,0,6,29,29,124,14,31,0,2,59,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:54,1200517,93,327,249,0,0,473,0,0,0,6,0,29,124,14,31,0,11,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:55,28181,93,0,166,0,4,473,0,0,0,6,0,0,124,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,7
2016/9/22 16:56,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,6,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:57,29627,93,190,0,0,0,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:58,20102,73,0,0,0,4,473,0,0,0,184,31,0,124,14,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 16:59,1200517,76,190,166,0,4,473,0,0,0,6,31,0,124,14,31,0,11,49,0,0,0,201,14,0,0,0,0,0,0
2016/9/22 17:00,27767,93,0,0,0,0,473,0,0,0,184,29,0,124,26,31,6,2,49,0,0,0,201,115,0,0,0,0,0,0
2016/9/22 17:01,1200517,93,190,166,0,4,473,0,0,0,6,0,0,124,26,31,0,11,49,0,0,0,201,8,0,0,0,0,0,0
2016/9/22 17:02,24704,93,190,0,0,4,102,0,0,0,184,0,0,6,14,31,0,11,49,0,0,0,201,8,0,0,0,0,0,0
2016/9/22 17:03,22108,93,0,0,0,0,473,0,0,0,6,0,0,6,26,31,0,2,49,0,0,0,201,0,0,0,0,0,0,0
2016/9/22 17:04,1200517,93,190,166,0,4,473,0,0,0,184,0,0,124,26,31,6,13,49,0,0,0,201,0,0,0,648,0,0,0
